crudeoil	cases	vaccines	holidays	crudeoil:1	cases:1	vaccines:1	holidays:1	crudeoil:2	cases:2	vaccines:2	holidays:2	crudeoil:3	cases:3	vaccines:3	holidays:3	crudeoil:4	cases:4	vaccines:4	holidays:4	crudeoil:5	cases:5	vaccines:5	holidays:5
62.4400	60921.0000	3228475.0000	0	63.3800	66173.0000	2556067.0000	0	*	42884.0000	1122662.0000	0	*	54162.0000	2347926.0000	0	63.1300	80378.0000	3581657.0000	0	63.4600	73910.0000	3724371.0000	0
61.3500	63824.0000	3450260.0000	0	62.4400	60921.0000	3228475.0000	0	63.3800	66173.0000	2556067.0000	0	*	42884.0000	1122662.0000	0	*	54162.0000	2347926.0000	0	63.1300	80378.0000	3581657.0000	0
61.4300	66990.0000	3468553.0000	0	61.3500	63824.0000	3450260.0000	0	62.4400	60921.0000	3228475.0000	0	63.3800	66173.0000	2556067.0000	0	*	42884.0000	1122662.0000	0	*	54162.0000	2347926.0000	0
62.1400	62380.0000	3276923.0000	0	61.4300	66990.0000	3468553.0000	0	61.3500	63824.0000	3450260.0000	0	62.4400	60921.0000	3228475.0000	0	63.3800	66173.0000	2556067.0000	0	*	42884.0000	1122662.0000	0
*	54193.0000	2194826.0000	0	62.1400	62380.0000	3276923.0000	0	61.4300	66990.0000	3468553.0000	0	61.3500	63824.0000	3450260.0000	0	62.4400	60921.0000	3228475.0000	0	63.3800	66173.0000	2556067.0000	0
*	33974.0000	990498.0000	0	*	54193.0000	2194826.0000	0	62.1400	62380.0000	3276923.0000	0	61.4300	66990.0000	3468553.0000	0	61.3500	63824.0000	3450260.0000	0	62.4400	60921.0000	3228475.0000	0
61.9100	45660.0000	2369329.0000	0	*	33974.0000	990498.0000	0	*	54193.0000	2194826.0000	0	62.1400	62380.0000	3276923.0000	0	61.4300	66990.0000	3468553.0000	0	61.3500	63824.0000	3450260.0000	0
62.9400	50734.0000	2865318.0000	0	61.9100	45660.0000	2369329.0000	0	*	33974.0000	990498.0000	0	*	54193.0000	2194826.0000	0	62.1400	62380.0000	3276923.0000	0	61.4300	66990.0000	3468553.0000	0
63.8600	55093.0000	3063822.0000	0	62.9400	50734.0000	2865318.0000	0	61.9100	45660.0000	2369329.0000	0	*	33974.0000	990498.0000	0	*	54193.0000	2194826.0000	0	62.1400	62380.0000	3276923.0000	0
65.0100	58914.0000	3021062.0000	0	63.8600	55093.0000	3063822.0000	0	62.9400	50734.0000	2865318.0000	0	61.9100	45660.0000	2369329.0000	0	*	33974.0000	990498.0000	0	*	54193.0000	2194826.0000	0
63.5800	58160.0000	2882241.0000	0	65.0100	58914.0000	3021062.0000	0	63.8600	55093.0000	3063822.0000	0	62.9400	50734.0000	2865318.0000	0	61.9100	45660.0000	2369329.0000	0	*	33974.0000	990498.0000	0
*	46660.0000	1816499.0000	0	63.5800	58160.0000	2882241.0000	0	65.0100	58914.0000	3021062.0000	0	63.8600	55093.0000	3063822.0000	0	62.9400	50734.0000	2865318.0000	0	61.9100	45660.0000	2369329.0000	0
*	30062.0000	871273.0000	1	*	46660.0000	1816499.0000	0	63.5800	58160.0000	2882241.0000	0	65.0100	58914.0000	3021062.0000	0	63.8600	55093.0000	3063822.0000	0	62.9400	50734.0000	2865318.0000	0
64.4900	48771.0000	1951007.0000	0	*	30062.0000	871273.0000	1	*	46660.0000	1816499.0000	0	63.5800	58160.0000	2882241.0000	0	65.0100	58914.0000	3021062.0000	0	63.8600	55093.0000	3063822.0000	0
65.6900	40800.0000	2489933.0000	0	64.4900	48771.0000	1951007.0000	0	*	30062.0000	871273.0000	1	*	46660.0000	1816499.0000	0	63.5800	58160.0000	2882241.0000	0	65.0100	58914.0000	3021062.0000	0
65.6300	45702.0000	2526548.0000	0	65.6900	40800.0000	2489933.0000	0	64.4900	48771.0000	1951007.0000	0	*	30062.0000	871273.0000	1	*	46660.0000	1816499.0000	0	63.5800	58160.0000	2882241.0000	0
64.7100	46955.0000	2494902.0000	0	65.6300	45702.0000	2526548.0000	0	65.6900	40800.0000	2489933.0000	0	64.4900	48771.0000	1951007.0000	0	*	30062.0000	871273.0000	1	*	46660.0000	1816499.0000	0
64.9000	48107.0000	2482644.0000	0	64.7100	46955.0000	2494902.0000	0	65.6300	45702.0000	2526548.0000	0	65.6900	40800.0000	2489933.0000	0	64.4900	48771.0000	1951007.0000	0	*	30062.0000	871273.0000	1
*	34519.0000	1522838.0000	0	64.9000	48107.0000	2482644.0000	0	64.7100	46955.0000	2494902.0000	0	65.6300	45702.0000	2526548.0000	0	65.6900	40800.0000	2489933.0000	0	64.4900	48771.0000	1951007.0000	0
*	22100.0000	611348.0000	0	*	34519.0000	1522838.0000	0	64.9000	48107.0000	2482644.0000	0	64.7100	46955.0000	2494902.0000	0	65.6300	45702.0000	2526548.0000	0	65.6900	40800.0000	2489933.0000	0
64.9200	35152.0000	1587838.0000	0	*	22100.0000	611348.0000	0	*	34519.0000	1522838.0000	0	64.9000	48107.0000	2482644.0000	0	64.7100	46955.0000	2494902.0000	0	65.6300	45702.0000	2526548.0000	0
65.2800	34063.0000	2029898.0000	0	64.9200	35152.0000	1587838.0000	0	*	22100.0000	611348.0000	0	*	34519.0000	1522838.0000	0	64.9000	48107.0000	2482644.0000	0	64.7100	46955.0000	2494902.0000	0
66.0800	36193.0000	2002176.0000	0	65.2800	34063.0000	2029898.0000	0	64.9200	35152.0000	1587838.0000	0	*	22100.0000	611348.0000	0	*	34519.0000	1522838.0000	0	64.9000	48107.0000	2482644.0000	0
63.8200	38529.0000	2259526.0000	0	66.0800	36193.0000	2002176.0000	0	65.2800	34063.0000	2029898.0000	0	64.9200	35152.0000	1587838.0000	0	*	22100.0000	611348.0000	0	*	34519.0000	1522838.0000	0
65.3700	41864.0000	2435188.0000	0	63.8200	38529.0000	2259526.0000	0	66.0800	36193.0000	2002176.0000	0	65.2800	34063.0000	2029898.0000	0	64.9200	35152.0000	1587838.0000	0	*	22100.0000	611348.0000	0
*	29610.0000	1832440.0000	0	65.3700	41864.0000	2435188.0000	0	63.8200	38529.0000	2259526.0000	0	66.0800	36193.0000	2002176.0000	0	65.2800	34063.0000	2029898.0000	0	64.9200	35152.0000	1587838.0000	0
*	17441.0000	926656.0000	0	*	29610.0000	1832440.0000	0	65.3700	41864.0000	2435188.0000	0	63.8200	38529.0000	2259526.0000	0	66.0800	36193.0000	2002176.0000	0	65.2800	34063.0000	2029898.0000	0
66.2700	27769.0000	1808440.0000	0	*	17441.0000	926656.0000	0	*	29610.0000	1832440.0000	0	65.3700	41864.0000	2435188.0000	0	63.8200	38529.0000	2259526.0000	0	66.0800	36193.0000	2002176.0000	0
65.4900	27797.0000	2058410.0000	0	66.2700	27769.0000	1808440.0000	0	*	17441.0000	926656.0000	0	*	29610.0000	1832440.0000	0	65.3700	41864.0000	2435188.0000	0	63.8200	38529.0000	2259526.0000	0
63.3600	29507.0000	2072399.0000	0	65.4900	27797.0000	2058410.0000	0	66.2700	27769.0000	1808440.0000	0	*	17441.0000	926656.0000	0	*	29610.0000	1832440.0000	0	65.3700	41864.0000	2435188.0000	0
62.0500	29844.0000	2001595.0000	0	63.3600	29507.0000	2072399.0000	0	65.4900	27797.0000	2058410.0000	0	66.2700	27769.0000	1808440.0000	0	*	17441.0000	926656.0000	0	*	29610.0000	1832440.0000	0
63.5800	28551.0000	2042149.0000	0	62.0500	29844.0000	2001595.0000	0	63.3600	29507.0000	2072399.0000	0	65.4900	27797.0000	2058410.0000	0	66.2700	27769.0000	1808440.0000	0	*	17441.0000	926656.0000	0
*	20574.0000	1436767.0000	0	63.5800	28551.0000	2042149.0000	0	62.0500	29844.0000	2001595.0000	0	63.3600	29507.0000	2072399.0000	0	65.4900	27797.0000	2058410.0000	0	66.2700	27769.0000	1808440.0000	0
*	13472.0000	653413.0000	0	*	20574.0000	1436767.0000	0	63.5800	28551.0000	2042149.0000	0	62.0500	29844.0000	2001595.0000	0	63.3600	29507.0000	2072399.0000	0	65.4900	27797.0000	2058410.0000	0
66.0500	24443.0000	1307896.0000	0	*	13472.0000	653413.0000	0	*	20574.0000	1436767.0000	0	63.5800	28551.0000	2042149.0000	0	62.0500	29844.0000	2001595.0000	0	63.3600	29507.0000	2072399.0000	0
66.0700	23090.0000	1423437.0000	0	66.0500	24443.0000	1307896.0000	0	*	13472.0000	653413.0000	0	*	20574.0000	1436767.0000	0	63.5800	28551.0000	2042149.0000	0	62.0500	29844.0000	2001595.0000	0
66.2100	24533.0000	1418969.0000	0	66.0700	23090.0000	1423437.0000	0	66.0500	24443.0000	1307896.0000	0	*	13472.0000	653413.0000	0	*	20574.0000	1436767.0000	0	63.5800	28551.0000	2042149.0000	0
66.8500	27149.0000	1332312.0000	0	66.2100	24533.0000	1418969.0000	0	66.0700	23090.0000	1423437.0000	0	66.0500	24443.0000	1307896.0000	0	*	13472.0000	653413.0000	0	*	20574.0000	1436767.0000	0
66.3200	21923.0000	1313893.0000	0	66.8500	27149.0000	1332312.0000	0	66.2100	24533.0000	1418969.0000	0	66.0700	23090.0000	1423437.0000	0	66.0500	24443.0000	1307896.0000	0	*	13472.0000	653413.0000	0
*	12618.0000	757222.0000	0	66.3200	21923.0000	1313893.0000	0	66.8500	27149.0000	1332312.0000	0	66.2100	24533.0000	1418969.0000	0	66.0700	23090.0000	1423437.0000	0	66.0500	24443.0000	1307896.0000	0
*	6972.0000	380326.0000	0	*	12618.0000	757222.0000	0	66.3200	21923.0000	1313893.0000	0	66.8500	27149.0000	1332312.0000	0	66.2100	24533.0000	1418969.0000	0	66.0700	23090.0000	1423437.0000	0
*	6015.0000	197510.0000	1	*	6972.0000	380326.0000	0	*	12618.0000	757222.0000	0	66.3200	21923.0000	1313893.0000	0	66.8500	27149.0000	1332312.0000	0	66.2100	24533.0000	1418969.0000	0
67.7200	21796.0000	1244794.0000	0	*	6015.0000	197510.0000	1	*	6972.0000	380326.0000	0	*	12618.0000	757222.0000	0	66.3200	21923.0000	1313893.0000	0	66.8500	27149.0000	1332312.0000	0
68.8300	17196.0000	1104631.0000	0	67.7200	21796.0000	1244794.0000	0	*	6015.0000	197510.0000	1	*	6972.0000	380326.0000	0	*	12618.0000	757222.0000	0	66.3200	21923.0000	1313893.0000	0
68.8100	19105.0000	1233098.0000	0	68.8300	17196.0000	1104631.0000	0	67.7200	21796.0000	1244794.0000	0	*	6015.0000	197510.0000	1	*	6972.0000	380326.0000	0	*	12618.0000	757222.0000	0
69.6200	17134.0000	1385628.0000	0	68.8100	19105.0000	1233098.0000	0	68.8300	17196.0000	1104631.0000	0	67.7200	21796.0000	1244794.0000	0	*	6015.0000	197510.0000	1	*	6972.0000	380326.0000	0
*	14606.0000	1057144.0000	0	69.6200	17134.0000	1385628.0000	0	68.8100	19105.0000	1233098.0000	0	68.8300	17196.0000	1104631.0000	0	67.7200	21796.0000	1244794.0000	0	*	6015.0000	197510.0000	1
*	5751.0000	508980.0000	0	*	14606.0000	1057144.0000	0	69.6200	17134.0000	1385628.0000	0	68.8100	19105.0000	1233098.0000	0	68.8300	17196.0000	1104631.0000	0	67.7200	21796.0000	1244794.0000	0
69.2300	14902.0000	1057201.0000	0	*	5751.0000	508980.0000	0	*	14606.0000	1057144.0000	0	69.6200	17134.0000	1385628.0000	0	68.8100	19105.0000	1233098.0000	0	68.8300	17196.0000	1104631.0000	0
70.0500	13082.0000	1161375.0000	0	69.2300	14902.0000	1057201.0000	0	*	5751.0000	508980.0000	0	*	14606.0000	1057144.0000	0	69.6200	17134.0000	1385628.0000	0	68.8100	19105.0000	1233098.0000	0
69.9600	18989.0000	1152909.0000	0	70.0500	13082.0000	1161375.0000	0	69.2300	14902.0000	1057201.0000	0	*	5751.0000	508980.0000	0	*	14606.0000	1057144.0000	0	69.6200	17134.0000	1385628.0000	0
