treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78
0,31,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,35,12,0,0,1,0,25862.3203125,25243.55078125,0.0
0,40,8,0,0,1,1,24994.369140625,25243.55078125,9404.251953125
0,26,18,0,0,1,0,4181.0751953125,25243.55078125,25564.669921875
0,29,12,0,0,1,0,4998.08984375,7343.90283203125,12612.400390625
0,49,12,0,0,1,0,25862.3203125,14965.3095703125,24521.390625
0,33,12,0,1,1,0,12118.0703125,12691.599609375,4258.80810546875
0,23,12,1,0,0,0,11324.5595703125,11680.0595703125,8275.2685546875
0,46,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,43,9,0,0,1,1,15382.2001953125,14021.8095703125,13751.7197265625
0,33,16,0,0,1,0,24461.44921875,22572.390625,24683.939453125
0,38,10,0,0,0,1,18252.529296875,18767.94921875,0.0
0,36,11,0,0,1,1,25862.3203125,25241.759765625,25564.669921875
0,17,14,0,0,0,0,0.0,1226.3709716796875,4617.89599609375
0,35,8,0,0,1,1,16348.1201171875,24285.73046875,12198.6298828125
0,19,11,0,0,0,1,0.0,1167.2900390625,11996.1796875
0,21,12,0,0,1,0,9923.685546875,13316.419921875,5922.72802734375
0,25,16,0,0,0,0,10529.099609375,6565.11279296875,13806.400390625
0,51,8,0,1,1,1,25862.3203125,25243.55078125,23786.9609375
0,26,13,0,0,1,0,16653.76953125,25243.55078125,25564.669921875
0,42,12,0,0,1,0,0.0,580.0645141601562,0.0
0,27,13,0,0,1,0,14870.83984375,12276.240234375,11040.099609375
0,42,9,1,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,29,12,0,0,1,0,21802.720703125,21770.3203125,18402.130859375
0,34,12,0,0,1,0,25060.98046875,22284.150390625,22793.9296875
0,51,12,0,0,1,0,0.0,0.0,0.0
0,52,12,0,0,1,0,0.0,0.0,0.0
0,55,4,0,0,1,1,3898.94091796875,25243.55078125,0.0
0,21,11,0,0,0,1,5066.6640625,7118.3232421875,11526.26953125
0,28,12,0,0,1,0,23812.9296875,11624.5595703125,13558.1396484375
0,33,12,0,0,1,0,19102.849609375,18619.349609375,9752.9951171875
0,25,12,0,0,1,0,21138.529296875,19804.55078125,12928.6298828125
0,20,12,0,0,0,0,16542.08984375,14868.6298828125,16342.1796875
0,22,12,0,0,0,0,24212.619140625,22839.150390625,25564.669921875
0,35,12,0,0,1,0,25117.80078125,25243.55078125,23885.970703125
0,51,12,0,0,1,0,22445.359375,23258.080078125,23847.55078125
0,32,14,0,0,0,0,1400.8759765625,0.0,0.0
0,16,10,0,0,0,1,0.0,0.0,16095.400390625
0,35,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,16,1,0,0,0,1,0.0,930.9677124023438,2351.06298828125
0,45,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,17,11,0,0,0,1,1163.803955078125,1129.6939697265625,11241.0703125
0,48,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,36,12,0,0,1,0,25815.30078125,25243.55078125,25564.669921875
0,41,7,0,0,1,1,24865.05078125,11746.3095703125,11029.75
0,30,12,0,0,1,0,23838.400390625,4049.7099609375,25564.669921875
0,51,12,0,0,1,0,21001.380859375,3140.22607421875,16015.599609375
0,19,9,0,1,1,1,14608.2900390625,12304.8896484375,10165.2802734375
0,30,16,0,0,1,0,20660.470703125,16617.76953125,17098.76953125
0,53,7,0,0,1,1,22308.2109375,21521.470703125,10159.3701171875
0,33,16,0,0,0,0,15282.2802734375,15683.23046875,17985.41015625
0,27,16,0,0,1,0,23262.369140625,21883.109375,25564.669921875
0,33,14,0,0,1,0,10231.2900390625,5170.4521484375,10250.990234375
0,30,12,0,0,0,0,15341.0595703125,8020.64501953125,14251.2001953125
0,33,7,1,0,1,1,21518.630859375,20314.7890625,17120.939453125
0,39,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,35,11,1,0,1,1,21369.720703125,18793.01953125,0.0
0,27,9,0,1,1,1,12829.2802734375,0.0,0.0
0,39,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,20,11,0,0,0,1,11207.009765625,12424.83984375,13012.8603515625
0,21,12,0,0,0,0,2893.8369140625,9764.4189453125,22068.369140625
0,35,12,0,0,1,0,17506.05078125,15262.5,20779.7890625
0,20,12,0,0,1,0,18276.0390625,13008.48046875,0.0
0,43,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,32,12,0,0,1,0,25862.3203125,21226.060546875,25564.669921875
0,32,12,0,0,1,0,24020.609375,25243.55078125,25564.669921875
0,47,3,0,0,1,1,18775.650390625,16214.9501953125,14299.9599609375
0,49,12,0,0,0,0,7558.85107421875,11778.5302734375,0.0
0,35,13,0,0,1,0,9202.67578125,2268.339111328125,19025.73046875
0,55,17,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,50,12,0,0,1,0,14379.0595703125,11663.9501953125,8134.884765625
0,23,16,0,0,1,0,17169.05078125,20751.630859375,25555.80078125
0,30,13,0,0,1,0,13993.080078125,13835.6103515625,16813.5703125
0,19,11,0,0,0,1,0.0,0.0,486.1719970703125
0,40,11,0,0,1,1,24087.23046875,23589.2890625,22749.599609375
0,43,14,0,0,1,0,24667.169921875,22101.529296875,19674.44921875
0,35,10,0,0,1,1,6508.68408203125,2128.694091796875,11082.9501953125
0,29,12,0,0,1,0,6647.7919921875,7988.4189453125,11545.48046875
0,18,11,0,0,0,1,3166.175048828125,2638.93505859375,0.0
0,40,12,0,0,1,0,24100.939453125,25157.609375,25564.669921875
0,42,16,0,1,1,0,15358.6904296875,10835.0302734375,25564.669921875
0,55,6,1,0,1,1,12349.259765625,10833.240234375,15488.0498046875
0,49,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,37,12,0,0,1,0,16806.58984375,12637.8896484375,21970.83984375
0,18,12,0,0,0,0,0.0,3070.403076171875,5015.40380859375
0,46,12,0,0,1,0,25862.3203125,24706.44921875,25564.669921875
0,40,10,1,0,0,1,16871.25,18520.890625,25564.669921875
0,34,12,0,0,1,0,21984.9296875,23367.2890625,24129.80078125
0,35,12,0,0,1,0,16320.6904296875,14662.740234375,2696.85107421875
0,44,8,0,0,1,1,14776.7900390625,9504.8232421875,17601.19921875
0,46,18,0,0,1,0,1273.52294921875,268.54840087890625,0.0
0,16,9,0,0,0,1,0.0,916.6452026367188,729.9968872070312
0,50,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,39,8,0,0,1,1,24163.640625,20937.8203125,25564.669921875
0,20,11,0,0,1,1,5822.94091796875,3532.305908203125,11075.5595703125
0,20,11,0,0,0,1,5601.5439453125,6371.7578125,268.9461975097656
0,36,12,0,0,1,0,25862.3203125,23506.939453125,25564.669921875
0,50,18,1,0,1,0,25862.3203125,25243.55078125,0.0
0,48,11,0,0,1,1,18930.439453125,18039.2890625,21391.5703125
0,26,11,0,0,0,1,0.0,0.0,0.0
0,45,12,0,0,1,0,25862.3203125,19099.16015625,25564.669921875
0,45,12,0,0,1,0,15891.6103515625,12858.099609375,17076.609375
0,50,11,0,0,0,1,25862.3203125,25243.55078125,25564.669921875
0,29,7,0,0,1,1,3115.23388671875,8491.5,5718.8017578125
0,20,13,0,0,0,0,7921.31591796875,950.6613159179688,6794.5869140625
0,16,10,0,0,0,1,4081.153076171875,1518.1939697265625,8888.525390625
0,28,12,0,0,1,0,11865.3203125,15178.349609375,18648.91015625
0,20,12,0,0,0,0,12723.48046875,7345.69384765625,9469.2724609375
0,24,13,0,0,1,0,11896.669921875,7945.4521484375,1052.1409912109375
0,33,12,0,0,1,0,25862.3203125,24892.650390625,25564.669921875
0,18,12,0,0,0,0,4490.64013671875,6124.69384765625,7766.93115234375
0,31,12,0,0,1,0,493.7351989746094,223.79029846191406,0.0
0,29,12,0,0,1,0,8277.90234375,17351.810546875,23880.060546875
0,23,12,0,0,1,0,405.5682067871094,495.9194030761719,2491.447021484375
0,44,16,0,0,1,0,25860.359375,25243.55078125,25564.669921875
0,22,8,0,0,1,1,6012.990234375,3063.241943359375,4928.2177734375
0,40,13,1,0,1,0,0.0,0.0,0.0
0,37,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,37,18,0,0,1,0,1763.3399658203125,25243.55078125,25564.669921875
0,55,10,0,0,1,1,25787.869140625,25243.55078125,23108.689453125
0,45,11,0,0,1,1,25862.3203125,25243.55078125,0.0
0,20,12,0,0,0,0,4124.2568359375,12193.8896484375,23745.58984375
0,23,13,0,0,1,0,11351.990234375,9717.87109375,15829.41015625
0,53,9,0,0,1,1,23503.359375,20814.2890625,23795.830078125
0,23,15,0,0,0,0,12558.900390625,12913.599609375,8189.56103515625
0,49,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,27,12,0,0,1,0,19085.220703125,20937.8203125,21854.099609375
0,26,13,0,0,1,0,15550.7001953125,13212.580078125,15819.0595703125
0,33,16,0,0,1,0,22376.7890625,23270.609375,25564.669921875
0,34,12,0,0,0,0,0.0,0.0,0.0
0,50,14,0,1,1,0,19547.599609375,22096.16015625,24035.220703125
0,44,7,0,0,1,1,20586.01953125,20377.44921875,18768.609375
0,27,14,1,0,1,0,0.0,0.0,0.0
0,17,11,0,0,0,1,1275.4830322265625,6165.87109375,4412.4921875
0,20,12,0,0,1,0,13654.1298828125,17416.259765625,15451.1103515625
0,40,8,0,0,1,1,22462.990234375,14652.0,14459.5498046875
0,18,12,0,0,0,0,0.0,0.0,0.0
0,39,16,0,0,1,0,24292.94921875,25241.759765625,0.0
0,35,12,1,0,1,0,0.0,0.0,0.0
0,28,12,0,0,1,0,0.0,0.0,1392.0179443359375
0,19,10,0,0,0,1,1996.4930419921875,7583.80615234375,11230.7197265625
0,33,8,0,0,1,1,17613.810546875,17199.630859375,18520.349609375
0,27,16,0,0,1,0,10944.4599609375,21238.599609375,25564.669921875
0,30,15,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,30,18,0,0,1,0,0.0,0.0,0.0
0,35,12,1,0,1,0,16977.05078125,11789.26953125,19641.939453125
0,46,12,0,0,1,0,0.0,0.0,0.0
0,17,11,0,0,0,1,1396.95703125,3509.031982421875,2888.955078125
0,29,13,0,0,1,0,25415.609375,25243.55078125,25564.669921875
0,47,12,1,0,1,0,0.0,0.0,0.0
0,33,6,0,0,1,1,5497.703125,5131.06494140625,4920.8291015625
0,40,12,0,0,1,0,0.0,0.0,0.0
0,20,14,0,0,1,0,10419.3798828125,10235.26953125,17177.08984375
0,42,3,0,1,1,1,0.0,7897.11279296875,11526.26953125
0,35,15,0,0,0,0,3083.885986328125,324.04840087890625,0.0
0,38,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,29,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,18,12,0,0,0,0,2427.531982421875,2626.403076171875,1102.384033203125
0,24,12,0,1,1,0,18654.1796875,18322.16015625,21032.48046875
0,30,16,0,1,1,0,23552.349609375,20167.98046875,25564.669921875
0,31,12,0,0,1,0,23397.560546875,25164.76953125,22832.349609375
0,28,13,0,1,1,0,0.0,0.0,0.0
0,17,11,0,0,0,1,724.9287109375,2520.77392578125,2720.4951171875
0,43,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,19,13,0,0,1,0,0.0,6126.48388671875,11780.4404296875
0,28,12,1,0,0,0,6285.328125,2255.805908203125,7310.31298828125
0,27,12,0,0,1,0,14622.009765625,14331.5302734375,20204.9609375
0,20,11,0,0,0,1,7468.72509765625,8699.1767578125,7808.30712890625
0,38,7,0,0,1,1,22306.25,18866.419921875,22192.5
0,55,13,0,0,1,0,11559.669921875,14080.8896484375,14815.6904296875
0,28,13,0,0,1,0,18885.369140625,20919.919921875,17482.98046875
0,44,16,0,0,1,0,25862.3203125,13726.400390625,25564.669921875
0,28,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,29,12,0,0,1,0,13031.080078125,5281.4521484375,25564.669921875
0,17,10,0,0,0,1,56.81874084472656,1885.2099609375,5628.6611328125
0,35,17,0,0,1,0,25584.109375,25243.55078125,25564.669921875
0,28,14,1,0,0,0,18070.3203125,16342.0595703125,799.4500732421875
0,36,3,0,1,0,1,10597.669921875,8683.0654296875,10613.0302734375
0,39,12,0,0,1,0,25862.3203125,25243.55078125,0.0
0,47,5,0,0,1,1,25862.3203125,17376.869140625,17273.150390625
0,22,16,0,0,0,0,3534.51708984375,2110.7900390625,21540.8203125
0,52,8,0,0,1,1,20135.380859375,20440.109375,21495.009765625
0,18,11,0,0,0,1,1310.7490234375,1455.531982421875,2157.48095703125
0,46,11,1,0,1,1,0.0,0.0,2820.97998046875
0,55,7,0,0,1,1,17584.419921875,12362.1796875,15383.1298828125
0,27,12,0,0,1,0,11195.25,15217.740234375,0.0
0,30,12,1,0,0,0,0.0,0.0,1898.8790283203125
0,22,13,0,0,1,0,21867.380859375,17836.98046875,25564.669921875
0,47,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,22,8,0,0,1,1,15668.259765625,14592.919921875,13846.2998046875
0,28,18,0,0,1,0,8152.5087890625,8785.11328125,5900.56201171875
0,44,6,1,0,0,1,17337.55078125,7537.2578125,7268.93701171875
0,34,12,0,0,1,0,13193.7001953125,9311.4677734375,25564.669921875
0,30,12,0,0,0,0,17233.7109375,17437.740234375,17589.380859375
0,50,12,0,0,1,0,0.0,0.0,0.0
0,20,12,0,0,0,0,8838.2529296875,8384.0810546875,0.0
0,47,12,0,0,1,0,25862.3203125,15518.51953125,25564.669921875
0,28,16,0,0,1,0,18810.919921875,19747.259765625,25564.669921875
0,32,12,0,0,1,0,20768.23046875,21625.310546875,25326.759765625
0,27,11,1,0,1,1,13491.509765625,12233.26953125,10924.830078125
0,25,13,0,0,1,0,22627.5703125,21553.689453125,23544.619140625
0,29,13,0,0,0,0,16005.25,10339.1103515625,12599.099609375
0,42,12,0,1,1,0,25862.3203125,25243.55078125,21339.849609375
0,28,12,0,0,1,0,24520.220703125,25243.55078125,25564.669921875
0,18,9,0,0,0,1,3268.056884765625,1575.4840087890625,7438.8759765625
0,38,14,0,0,1,0,25721.25,25243.55078125,25564.669921875
0,42,10,0,0,1,1,12735.23046875,11637.099609375,1921.0450439453125
0,26,9,1,0,1,1,8225.001953125,24951.73046875,16151.5498046875
0,28,16,0,0,1,0,25862.3203125,25243.55078125,15352.099609375
0,37,8,0,1,1,1,12088.6796875,14182.9404296875,19238.51953125
0,45,0,0,0,0,1,0.0,0.0,0.0
0,37,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,33,17,0,0,1,0,25431.279296875,25243.55078125,25564.669921875
0,20,14,0,0,0,0,2897.756103515625,3736.403076171875,7762.498046875
0,26,12,0,0,0,0,19420.25,22242.970703125,25564.669921875
0,47,12,0,0,1,0,25862.3203125,25243.55078125,0.0
0,20,12,0,0,0,0,1882.85498046875,6982.2578125,2857.923095703125
0,19,11,0,0,0,1,2270.7900390625,5168.6611328125,5810.4208984375
0,18,12,0,0,0,0,2695.950927734375,6790.69384765625,12169.080078125
0,34,8,0,0,1,1,6410.72119140625,12671.900390625,13772.41015625
0,49,12,0,0,1,0,22807.8203125,23818.44921875,25564.669921875
0,45,12,0,0,1,0,9277.1279296875,0.0,12108.490234375
0,17,10,0,0,0,1,0.0,1294.4029541015625,16863.8203125
0,36,8,0,0,1,1,10272.4404296875,13538.419921875,11026.7998046875
0,18,12,0,0,0,0,3526.679931640625,2823.339111328125,8259.013671875
0,34,12,0,0,1,0,25860.359375,25243.55078125,25564.669921875
0,23,13,0,0,1,0,25013.9609375,25243.55078125,20844.810546875
0,28,15,0,0,1,0,6606.64794921875,17355.390625,19785.279296875
0,51,12,0,0,1,0,18675.73046875,17736.73046875,18716.880859375
0,28,16,0,0,1,0,15478.2099609375,17321.369140625,17488.890625
0,48,12,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,46,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,46,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
1,37,11,1,0,1,1,0.0,0.0,9930.0458984375
1,22,9,0,1,0,1,0.0,0.0,3595.89404296875
1,30,12,1,0,0,0,0.0,0.0,24909.44921875
1,27,11,1,0,0,1,0.0,0.0,7506.14599609375
1,33,8,1,0,0,1,0.0,0.0,289.7898864746094
1,22,9,1,0,0,1,0.0,0.0,4056.493896484375
1,23,12,1,0,0,0,0.0,0.0,0.0
1,32,11,1,0,0,1,0.0,0.0,8472.158203125
1,22,16,1,0,0,0,0.0,0.0,2164.02197265625
1,33,12,0,0,1,0,0.0,0.0,12418.0703125
1,19,9,1,0,0,1,0.0,0.0,8173.908203125
1,21,13,1,0,0,0,0.0,0.0,17094.640625
1,18,8,1,0,0,1,0.0,0.0,0.0
1,27,10,1,0,1,1,0.0,0.0,18739.9296875
1,17,7,1,0,0,1,0.0,0.0,3023.87890625
1,19,10,1,0,0,1,0.0,0.0,3228.5029296875
1,27,13,1,0,0,0,0.0,0.0,14581.8603515625
1,23,10,1,0,0,1,0.0,0.0,7693.39990234375
1,40,12,1,0,0,0,0.0,0.0,10804.3203125
1,26,12,1,0,0,0,0.0,0.0,10747.349609375
1,23,11,1,0,0,1,0.0,0.0,0.0
1,41,14,0,0,0,0,0.0,0.0,5149.5009765625
1,38,9,0,0,0,1,0.0,0.0,6408.9501953125
1,24,11,1,0,0,1,0.0,0.0,1991.4000244140625
1,18,10,1,0,0,1,0.0,0.0,11163.169921875
1,29,11,1,0,1,1,0.0,0.0,9642.9990234375
1,25,11,1,0,0,1,0.0,0.0,9897.048828125
1,27,10,0,1,0,1,0.0,0.0,11142.8701171875
1,17,10,1,0,0,1,0.0,0.0,16218.0400390625
1,24,11,1,0,0,1,0.0,0.0,995.7001953125
1,17,10,1,0,0,1,0.0,0.0,0.0
1,48,4,1,0,0,1,0.0,0.0,6551.591796875
1,25,11,1,0,1,1,0.0,0.0,1574.4239501953125
1,20,12,1,0,0,0,0.0,0.0,0.0
1,25,12,1,0,0,0,0.0,0.0,3191.7529296875
1,42,14,1,0,0,0,0.0,0.0,20505.9296875
1,25,5,1,0,0,1,0.0,0.0,6181.8798828125
1,23,12,1,0,1,0,0.0,0.0,5911.55078125
1,46,8,1,0,1,1,0.0,0.0,3094.156005859375
1,24,10,1,0,0,1,0.0,0.0,0.0
1,21,12,1,0,0,0,0.0,0.0,1254.58203125
1,19,9,0,0,0,1,0.0,0.0,13188.830078125
1,17,8,1,0,0,1,0.0,0.0,8061.48486328125
1,18,8,0,1,1,1,0.0,0.0,2787.9599609375
1,20,11,1,0,0,1,0.0,0.0,3972.5400390625
1,25,11,1,0,1,1,0.0,0.0,0.0
1,17,8,1,0,0,1,0.0,0.0,0.0
1,17,9,1,0,0,1,0.0,0.0,0.0
1,25,5,1,0,0,1,0.0,0.0,12187.41015625
1,23,12,1,0,0,0,0.0,0.0,4843.17578125
1,28,8,1,0,0,1,0.0,0.0,0.0
1,31,11,1,0,1,1,0.0,0.0,8087.48681640625
1,18,11,1,0,0,1,0.0,0.0,0.0
1,25,12,1,0,0,0,0.0,0.0,2348.972900390625
1,30,11,1,0,1,1,0.0,0.0,590.7817993164062
1,17,10,1,0,0,1,0.0,0.0,0.0
1,37,9,1,0,0,1,0.0,0.0,1067.5059814453125
1,41,4,1,0,1,1,0.0,0.0,7284.98583984375
1,42,14,1,0,1,0,0.0,0.0,13167.51953125
1,22,11,0,0,0,1,0.0,0.0,1048.4320068359375
1,17,8,1,0,0,1,0.0,0.0,0.0
1,29,8,1,0,0,1,0.0,0.0,1923.93798828125
1,35,10,1,0,0,1,0.0,0.0,4666.23583984375
1,27,11,1,0,0,1,0.0,0.0,549.2984008789062
1,29,4,1,0,0,1,0.0,0.0,762.9146118164062
1,28,9,1,0,0,1,0.0,0.0,10694.2900390625
1,27,11,1,0,0,1,0.0,0.0,0.0
1,23,7,0,0,0,1,0.0,0.0,0.0
1,45,5,1,0,1,1,0.0,0.0,8546.71484375
1,29,13,1,0,0,0,0.0,0.0,7479.65576171875
1,27,9,1,0,0,1,0.0,0.0,0.0
1,46,13,1,0,0,0,0.0,0.0,647.20458984375
1,18,6,1,0,0,1,0.0,0.0,0.0
1,25,12,1,0,0,0,0.0,0.0,11965.8095703125
1,28,15,1,0,0,0,0.0,0.0,9598.541015625
1,25,11,0,0,0,1,0.0,0.0,18783.349609375
1,22,12,1,0,0,0,0.0,0.0,18678.080078125
1,21,9,1,0,0,1,0.0,0.0,0.0
1,40,11,1,0,0,1,0.0,0.0,23005.599609375
1,22,11,1,0,0,1,0.0,0.0,6456.69677734375
1,25,12,1,0,0,0,0.0,0.0,0.0
1,18,12,1,0,0,0,0.0,0.0,2321.10693359375
1,38,12,0,0,0,0,0.0,0.0,4941.84912109375
1,27,13,1,0,0,0,0.0,0.0,0.0
1,27,8,1,0,0,1,0.0,0.0,0.0
1,38,11,1,0,0,1,0.0,0.0,0.0
1,23,8,0,1,0,1,0.0,0.0,3881.283935546875
1,26,11,1,0,0,1,0.0,0.0,17230.9609375
1,21,12,0,0,0,0,0.0,0.0,8048.60302734375
1,25,8,1,0,0,1,0.0,0.0,0.0
1,31,11,1,0,1,1,0.0,0.0,14509.9296875
1,17,10,1,0,0,1,0.0,0.0,0.0
1,25,11,1,0,0,1,0.0,0.0,0.0
1,21,12,1,0,0,0,0.0,0.0,9983.7841796875
1,44,11,1,0,0,1,0.0,0.0,0.0
1,25,12,0,0,0,0,0.0,0.0,5587.5029296875
1,18,9,1,0,0,1,0.0,0.0,4482.84521484375
1,42,12,1,0,0,0,0.0,0.0,2456.153076171875
1,25,10,1,0,0,1,0.0,0.0,0.0
1,31,9,0,1,0,1,0.0,0.0,26817.599609375
1,24,10,1,0,0,1,0.0,0.0,0.0
1,26,10,1,0,0,1,0.0,0.0,9265.7880859375
1,25,11,1,0,0,1,0.0,0.0,485.22979736328125
1,18,11,1,0,0,1,0.0,0.0,4814.626953125
1,19,11,1,0,0,1,0.0,0.0,7458.10498046875
1,43,9,1,0,0,1,0.0,0.0,0.0
1,27,13,1,0,0,0,0.0,0.0,34099.28125
1,17,9,1,0,0,1,0.0,0.0,1953.2679443359375
1,30,11,1,0,0,1,0.0,0.0,0.0
1,26,10,1,0,1,1,2027.9990234375,0.0,0.0
1,20,9,1,0,0,1,6083.994140625,0.0,8881.6650390625
1,17,9,0,1,0,1,445.17041015625,74.34345245361328,6210.669921875
1,20,12,1,0,0,0,989.267822265625,165.20770263671875,0.0
1,18,11,1,0,0,1,858.2542724609375,214.5635986328125,929.8839111328125
1,27,12,1,0,1,0,3670.8720703125,334.0492858886719,0.0
1,21,12,0,0,0,0,3670.8720703125,334.0494079589844,12558.01953125
1,27,12,1,0,0,0,2143.4130859375,357.94989013671875,22163.25
1,20,12,1,0,0,0,0.0,377.568603515625,1652.636962890625
1,19,10,1,0,0,1,0.0,385.27410888671875,8124.71484375
1,23,12,1,0,0,0,5506.30810546875,501.0740966796875,671.331787109375
1,29,14,1,0,0,0,0.0,679.6734008789062,17814.98046875
1,18,10,1,0,0,1,0.0,798.9078979492188,9737.154296875
1,19,9,1,0,0,1,0.0,798.9078979492188,17685.1796875
1,27,13,0,0,1,0,9381.56640625,853.7224731445312,0.0
1,18,11,0,0,0,1,3678.23095703125,919.5579223632812,4321.705078125
1,27,9,1,0,1,1,0.0,934.4453735351562,1773.4229736328125
1,22,12,1,0,0,0,5605.85205078125,936.1773071289062,0.0
1,23,10,1,0,1,1,0.0,936.4385986328125,11233.259765625
1,23,12,0,1,0,0,9385.740234375,1117.43896484375,559.4431762695312
1,20,11,1,0,0,1,3637.498046875,1220.8360595703125,1085.43994140625
1,17,9,1,0,0,1,1716.509033203125,1253.43896484375,5445.2001953125
1,28,11,1,0,0,1,0.0,1284.0789794921875,60307.9296875
1,26,11,1,0,1,1,0.0,1392.85302734375,1460.3599853515625
1,20,11,1,0,0,1,16318.6201171875,1484.9940185546875,6943.341796875
1,24,11,1,0,1,1,824.3886108398438,1666.113037109375,4032.7080078125
1,31,9,1,0,0,1,0.0,1698.6070556640625,10363.26953125
1,23,8,0,0,1,1,0.0,1713.1500244140625,4232.30908203125
1,18,10,1,0,0,1,2143.410888671875,1784.2740478515625,11141.3896484375
1,29,12,1,0,0,0,10881.9404296875,1817.2840576171875,0.0
1,26,11,0,0,0,1,0.0,2226.26611328125,13385.8603515625
1,24,9,1,0,0,1,9154.7001953125,2288.675048828125,4849.55908203125
1,25,12,1,0,0,0,14426.7900390625,2409.27392578125,0.0
1,24,10,1,0,0,1,4250.40185546875,2421.947021484375,1660.508056640625
1,46,8,1,0,0,1,3165.657958984375,2594.722900390625,0.0
1,31,12,0,0,0,0,0.0,2611.218017578125,2484.549072265625
1,19,11,1,0,0,1,2305.02587890625,2615.27587890625,4146.60302734375
1,19,8,1,0,0,1,0.0,2657.056884765625,9970.6806640625
1,27,11,1,0,0,1,2206.93994140625,2666.27392578125,0.0
1,26,11,1,0,1,1,0.0,2754.64599609375,26372.279296875
1,20,10,1,0,0,1,5005.73095703125,2777.35498046875,5615.18896484375
1,28,10,1,0,0,1,0.0,2836.506103515625,3196.571044921875
1,24,12,1,0,0,0,13765.75,2842.763916015625,6167.68115234375
1,19,8,1,0,0,1,2636.35302734375,2937.263916015625,7535.94189453125
1,23,12,1,0,0,0,6269.3408203125,3039.9599609375,8484.2392578125
1,42,9,1,0,1,1,0.0,3058.531005859375,1294.4090576171875
1,25,13,1,0,0,0,12362.9296875,3090.73193359375,0.0
1,18,9,1,0,0,1,0.0,3287.375,5010.341796875
1,21,12,1,0,0,0,6473.68310546875,3332.408935546875,9371.037109375
1,27,10,1,0,0,1,1001.14599609375,3550.074951171875,0.0
1,21,8,1,0,0,1,989.267822265625,3695.89697265625,4279.61279296875
1,22,9,1,0,0,1,2192.876953125,3836.986083984375,3462.56396484375
1,31,4,1,0,0,1,8517.5888671875,4023.2109375,7382.548828125
1,24,10,1,0,1,1,11703.2001953125,4078.152099609375,0.0
1,29,10,1,0,0,1,0.0,4398.9501953125,0.0
1,29,12,1,0,0,0,9748.38671875,4878.93701171875,10976.509765625
1,19,10,0,0,0,1,0.0,5324.10888671875,13829.6201171875
1,19,11,0,1,1,1,5424.48486328125,5463.80322265625,6788.462890625
1,31,9,1,0,0,1,10717.0302734375,5517.8408203125,9558.5009765625
1,22,10,1,0,1,1,1468.3480224609375,5588.6640625,13228.2802734375
1,21,9,1,0,0,1,6416.47021484375,5749.3310546875,743.6666259765625
1,17,10,1,0,0,1,1291.468017578125,5793.85205078125,5522.7880859375
1,26,12,1,0,1,0,8408.76171875,5794.8310546875,1424.9439697265625
1,20,9,0,1,0,1,12260.7802734375,5875.048828125,1358.6429443359375
1,19,10,1,0,0,1,4121.94921875,6056.75390625,0.0
1,26,10,1,0,0,1,25929.6796875,6788.9580078125,672.8773193359375
1,28,11,1,0,0,1,1929.029052734375,6871.85595703125,0.0
1,22,12,0,1,1,0,492.2304992675781,7055.7021484375,10092.830078125
1,33,11,1,0,0,1,0.0,7867.916015625,6281.43310546875
1,22,12,0,0,0,0,6759.994140625,8455.50390625,12590.7099609375
1,29,10,0,1,0,1,0.0,8853.673828125,5112.01416015625
1,33,12,1,0,1,0,20279.94921875,10941.349609375,15952.599609375
1,25,14,1,0,1,0,35040.0703125,11536.5703125,36646.94921875
1,35,9,1,0,1,1,13602.4296875,13830.6396484375,12803.9697265625
1,35,8,1,0,1,1,13732.0703125,17976.150390625,3786.6279296875
1,33,11,1,0,1,1,14660.7099609375,25142.240234375,4181.94189453125
0,23,10,1,0,0,1,0.0,0.0,0.0
0,26,12,0,0,0,0,0.0,0.0,12383.6796875
0,22,9,1,0,0,1,0.0,0.0,0.0
